Nombre;Codigo;descripcion;Stock;StockMinimo;PrecioUnitario;Observaciones;Rentabilidad;Iva;CostoInterno;CodigoProveedor;Deposito;CodigoBarra;Rubro;SubRubro;Tipo;PrecioAutomatico
BARBIJO ERGONÓMICO ANTIBACTERIAL AZUL;1010A;BARBIJO ERGONÓMICO ANTIBACTERIAL AZUL;6;;120;;;21;50;;Maga;;Barbijos;Mutz;;
BARBIJO ERGONÓMICO ANTIBACTERIAL PIEL;1010P;BARBIJO ERGONÓMICO ANTIBACTERIAL PIEL;4;;120;;;21;50;;Maga;;Barbijos;Mutz;;
BARBIJO ERGONÓMICO ANTIBACTERIAL VERDE;1010V;BARBIJO ERGONÓMICO ANTIBACTERIAL VERDE;1;;120;;;21;50;;Maga;;Barbijos;Mutz;;
BOXER BARAK DE NIÑO LISO TALLE 10;10110;BOXER BARAK DE NIÑO LISO TALLE 10;18;;725;;;21;294,21;;Maga;;Boxers;Barak;;
BOXER BARAK DE NIÑO LISO TALLE 4;1014;BOXER BARAK DE NIÑO LISO TALLE 4;18;;725;;;21;294,21;;Maga;;Boxers;Barak;;
BOXER BARAK DE NIÑO LISO TALLE 6;1016;BOXER BARAK DE NIÑO LISO TALLE 6;12;;725;;;21;294,21;;Maga;;Boxers;Barak;;
BOXER BARAK DE NIÑO LISO TALLE 8;1018;BOXER BARAK DE NIÑO LISO TALLE 8;9;;725;;;21;294,21;;Maga;;Boxers;Barak;;
PAR DE SOQUETES DEPORTIVOS DE DAMA ELEMENTO;101D;PAR DE SOQUETES DEPORTIVOS DE DAMA ELEMENTO;81;;490;;;21;204,92;;Maga;;Medias;Elemento;;
PAR DE SOQUETES LISOS DE DAMA ELEMENTO;101L;PAR DE SOQUETES LISOS DE DAMA ELEMENTO;45;;490;;;21;204,92;;Maga;;Medias;Elemento;;
PACK X 3 SOQUETES LISOS DE DAMA ELEMENTO SURTIDOS;101L.3;PACK X 3 SOQUETES LISOS DE DAMA ELEMENTO SURTIDOS;10;;1480;;;21;194,68;;Maga;;Medias;Elemento;;
PAR DE MEDIAS 1/2 CAÑA ESTAMPADASS TALLE 0 INFANTIL DE NENA ELEMENTO;1020A0;PAR DE MEDIAS 1/2 CAÑA ESTAMPADASS TALLE 0 INFANTIL DE NENA ELEMENTO;72;;430;;;21;178,53;;Maga;;Medias;Elemento;;
PAR DE MEDIAS 1/2 CAÑA ESTAMPADASS TALLE 1 INFANTIL DE NENA ELEMENTO;1020A1;PAR DE MEDIAS 1/2 CAÑA ESTAMPADASS TALLE 1 INFANTIL DE NENA ELEMENTO;96;;430;;;21;178,53;;Maga;;Medias;Elemento;;
PAR DE MEDIAS 1/2 CAÑA ESTAMPADASS TALLE 1 INFANTIL DE NENE ELEMENTO;1020E1;PAR DE MEDIAS 1/2 CAÑA ESTAMPADASS TALLE 1 INFANTIL DE NENE ELEMENTO;51;;430;;;21;178,53;;Maga;;Medias;Elemento;;
PACK X 3 SOQUETES LISOS DE HOMBRE ELEMENTO SURTIDOS;102L.3;PACK X 3 SOQUETES LISOS DE HOMBRE ELEMENTO SURTIDOS;15;;1480;;;21;214,48;;Maga;;Medias;Elemento;;
PAR DE SOQUETES NEGROS DE HOMBRE ELEMENTO;102N;PAR DE SOQUETES NEGROS DE HOMBRE ELEMENTO;71;;490;;;21;225,77;;Maga;;Medias;Elemento;;
PACK X 3 SOQUETES TALLE 1 INFANTILES ELEMENTO SURTIDOS;1041L.3;PACK X 3 SOQUETES TALLE 1 INFANTILES ELEMENTO SURTIDOS;24;;1125;;;21;140,22;;Maga;;Medias;Elemento;;
PACK X 3 SOQUETES TALLE 2 INFANTILES ELEMENTO SURTIDOS;1042L.3;PACK X 3 SOQUETES TALLE 2 INFANTILES ELEMENTO SURTIDOS;24;;1125;;;21;152,16;;Maga;;Medias;Elemento;;
PACK X 3 SOQUETES TALLE 3 INFANTILES ELEMENTO SURTIDOS;1043L.3;PACK X 3 SOQUETES TALLE 3 INFANTILES ELEMENTO SURTIDOS;24;;1125;;;21;152,16;;Maga;;Medias;Elemento;;
PAR DE SOQUETES 1/2 CAÑA ESTAMPADOS TALLE 3 INFANTIL DE NENA ELEMENTO;104A3;PAR DE SOQUETES 1/2 CAÑA ESTAMPADOS TALLE 3 INFANTIL DE NENA ELEMENTO;36;;375;;;21;169,18;;Maga;;Medias;Elemento;;
PAR DE SOQUETES 1/2 CAÑA AZULES TALLE 1 INFANTIL DE  ELEMENTO;104AZ1;PAR DE SOQUETES 1/2 CAÑA AZULES TALLE 1 INFANTIL DE  ELEMENTO;60;;375;;;0;154,99;;Maga;;Medias;Elemento;;
PAR DE SOQUETES 1/2 CAÑA AZULES TALLE 2 INFANTIL DE  ELEMENTO;104AZ2;PAR DE SOQUETES 1/2 CAÑA AZULES TALLE 2 INFANTIL DE  ELEMENTO;57;;375;;;0;169,18;;Maga;;Medias;Elemento;;
PAR DE SOQUETES 1/2 CAÑA AZULES TALLE 3 INFANTIL DE  ELEMENTO;104AZ3;PAR DE SOQUETES 1/2 CAÑA AZULES TALLE 3 INFANTIL DE  ELEMENTO;60;;375;;;0;169,18;;Maga;;Medias;Elemento;;
PACK X 3 SOQUETES TALLE 4 JUVENILES ELEMENTO SURTIDOS;1054L.3;PACK X 3 SOQUETES TALLE 4 JUVENILES ELEMENTO SURTIDOS;30;;1245;;;21;171,35;;Maga;;Medias;Elemento;;
PACK X 3 SOQUETES TALLE 5 JUVENILES ELEMENTO SURTIDOS;1055L.3;PACK X 3 SOQUETES TALLE 5 JUVENILES ELEMENTO SURTIDOS;22;;1245;;;21;171,35;;Maga;;Medias;Elemento;;
BOMBACHITA DE DE NENA CHERRY TALLE 8;1058;BOMBACHITA DE DE NENA CHERRY TALLE 8;7;;465;;;21;211,11;;Maga;;Basica;Cherry;;
PAR DE SOQUETES 1/2 CAÑA AZULES TALLE 5 JUVENIL DE  ELEMENTO;105AZ5;PAR DE SOQUETES 1/2 CAÑA AZULES TALLE 5 JUVENIL DE  ELEMENTO;60;;415;;;0;189,39;;Maga;;Medias;Elemento;;
PAR DE SOQUETES 1/2 CAÑA BLANCAS TALLE 5 INFANTIL DE NENA ELEMENTO;105B5;PAR DE SOQUETES 1/2 CAÑA BLANCAS TALLE 5 INFANTIL DE NENA ELEMENTO;83;;415;;;21;189,39;;Maga;;Medias;Elemento;;
PAR DE MEDIAS 1/2 CAÑA AZULES TALLE 1 INFANTIL DE  ELEMENTO;1070AZ1;PAR DE MEDIAS 1/2 CAÑA AZULES TALLE 1 INFANTIL DE  ELEMENTO;57;;430;;;0;178,53;;Maga;;Medias;Elemento;;
PAR DE MEDIAS 1/2 CAÑA AZULES TALLE 2 INFANTIL DE  ELEMENTO;1070AZ2;PAR DE MEDIAS 1/2 CAÑA AZULES TALLE 2 INFANTIL DE  ELEMENTO;60;;430;;;0;202,42;;Maga;;Medias;Elemento;;
PAR DE MEDIAS 1/2 CAÑA AZULES TALLE 3 INFANTIL DE  ELEMENTO;1070AZ3;PAR DE MEDIAS 1/2 CAÑA AZULES TALLE 3 INFANTIL DE  ELEMENTO;54;;430;;;0;202,42;;Maga;;Medias;Elemento;;
PAR DE MEDIAS 1/2 CAÑA AZULES TALLE 4 JUVENIL DE  ELEMENTO;1070AZ4;PAR DE MEDIAS 1/2 CAÑA AZULES TALLE 4 JUVENIL DE  ELEMENTO;57;;515;;;0;244,34;;Maga;;Medias;Elemento;;
PAR DE MEDIAS 1/2 CAÑA BLANCAS TALLE 2 INFANTIL DE NENA ELEMENTO;1070B2;PAR DE MEDIAS 1/2 CAÑA BLANCAS TALLE 2 INFANTIL DE NENA ELEMENTO;18;;430;;;21;202,42;;Maga;;Medias;Elemento;;
PAR DE MEDIAS 1/2 CAÑA BLANCAS TALLE 3 INFANTIL DE NENA ELEMENTO;1070B3;PAR DE MEDIAS 1/2 CAÑA BLANCAS TALLE 3 INFANTIL DE NENA ELEMENTO;12;;430;;;21;202,42;;Maga;;Medias;Elemento;;
PAR DE MEDIAS 1/2 CAÑA ESTAMPADASS TALLE 5 INFANTIL DE NENA ELEMENTO;1090A5;PAR DE MEDIAS 1/2 CAÑA ESTAMPADASS TALLE 5 INFANTIL DE NENA ELEMENTO;42;;515;;;21;244,34;;Maga;;Medias;Elemento;;
TOALLA DE SECADO RÁPIDO 70*140 AZUL FRANCIA;111AF;TOALLA DE SECADO RÁPIDO 70*140 AZUL FRANCIA;9;;2900;;;21;1263,72;;Maga;;Toallas;Amarelo;;
TOALLA DE SECADO RÁPIDO 70*140 AMARILLO;111AM;TOALLA DE SECADO RÁPIDO 70*140 AMARILLO;11;;2900;;;21;1263,72;;Maga;;Toallas;Amarelo;;
TOALLA DE SECADO RÁPIDO 70*140 BORDO;111BO;TOALLA DE SECADO RÁPIDO 70*140 BORDO;13;;2900;;;21;1263,72;;Maga;;Toallas;Amarelo;;
TOALLA DE SECADO RÁPIDO 70*140 LAVANDA;111LA;TOALLA DE SECADO RÁPIDO 70*140 LAVANDA;2;;2900;;;21;1263,72;;Maga;;Toallas;Amarelo;;
TOALLA DE SECADO RÁPIDO 70*140 AZUL MARINO;111MA;TOALLA DE SECADO RÁPIDO 70*140 AZUL MARINO;5;;2900;;;21;1263,72;;Maga;;Toallas;Amarelo;;
TOALLA DE SECADO RÁPIDO 70*140 NARANJA;111NA;TOALLA DE SECADO RÁPIDO 70*140 NARANJA;5;;2900;;;21;1263,72;;Maga;;Toallas;Amarelo;;
TOALLA DE SECADO RÁPIDO 70*140 ROJO;111RJ;TOALLA DE SECADO RÁPIDO 70*140 ROJO;29;;2900;;;21;1263,72;;Maga;;Toallas;Amarelo;;
TOALLA DE SECADO RÁPIDO 70*140 ROSA;111RO;TOALLA DE SECADO RÁPIDO 70*140 ROSA;7;;2900;;;21;1263,72;;Maga;;Toallas;Amarelo;;
TOALLA DE SECADO RÁPIDO 70*140 VERDE AGUA;111VA;TOALLA DE SECADO RÁPIDO 70*140 VERDE AGUA;11;;2900;;;21;1263,72;;Maga;;Toallas;Amarelo;;
TOALLA DE SECADO RÁPIDO 70*140 VIOLETA CLARO;111VC;TOALLA DE SECADO RÁPIDO 70*140 VIOLETA CLARO;7;;2900;;;21;1263,72;;Maga;;Toallas;Amarelo;;
TOALLA DE SECADO RÁPIDO 70*140 VERDE;111VE;TOALLA DE SECADO RÁPIDO 70*140 VERDE;6;;2900;;;21;1263,72;;Maga;;Toallas;Amarelo;;
PACK POR 2 BOXERS ZORBA KIDS TALLE M;112M;PACK POR 2 BOXERS ZORBA KIDS TALLE M;18;;1150;;;21;512;;Maga;;Boxers;Mutz;;
PAR DE MEDIAS DE VESTIR DE HOMBRE JEAN CARTIER;115;PAR DE MEDIAS DE VESTIR DE HOMBRE JEAN CARTIER;21;;625;;;21;290,63;;Maga;;Medias;Rhyton;;
PANTALÓN PIJAMA ALGODÓN Y LYCRA DUFOUR NEGRO TALLE L;11857NL;PANTALÓN PIJAMA ALGODÓN Y LYCRA DUFOUR NEGRO TALLE L;4;;3945;;;21;2077,67;;Maga;;Pijamas;Dufour;;
PANTALÓN PIJAMA ALGODÓN Y LYCRA DUFOUR NEGRO TALLE M;11857NM;PANTALÓN PIJAMA ALGODÓN Y LYCRA DUFOUR NEGRO TALLE M;8;;3945;;;21;2077,67;;Maga;;Pijamas;Dufour;;
PANTALÓN PIJAMA ALGODÓN Y LYCRA DUFOUR NEGRO TALLE S;11857NS;PANTALÓN PIJAMA ALGODÓN Y LYCRA DUFOUR NEGRO TALLE S;4;;3945;;;21;2077,67;;Maga;;Pijamas;Dufour;;
PANTALÓN PIJAMA ALGODÓN Y LYCRA DUFOUR NEGRO TALLE XL;11857NXL;PANTALÓN PIJAMA ALGODÓN Y LYCRA DUFOUR NEGRO TALLE XL;4;;3945;;;21;2077,67;;Maga;;Pijamas;Dufour;;
BOXER RAYADO SEAMLESS DE NIÑO DUFOUR TALLE 10;1186910;BOXER RAYADO SEAMLESS DE NIÑO DUFOUR TALLE 10;15;;884;;;21;388,97;;Maga;;Boxers;Dufour;;
BOXER RAYADO SEAMLESS DE NIÑO DUFOUR TALLE 12;1186912;BOXER RAYADO SEAMLESS DE NIÑO DUFOUR TALLE 12;21;;884;;;21;388,97;;Maga;;Boxers;Dufour;;
BOXER RAYADO SEAMLESS DE NIÑO DUFOUR TALLE 4;118694;BOXER RAYADO SEAMLESS DE NIÑO DUFOUR TALLE 4;12;;884;;;21;388,97;;Maga;;Boxers;Dufour;;
BOXER RAYADO SEAMLESS DE NIÑO DUFOUR TALLE 6;118696;BOXER RAYADO SEAMLESS DE NIÑO DUFOUR TALLE 6;21;;884;;;21;388,97;;Maga;;Boxers;Dufour;;
BOXER RAYADO SEAMLESS DE NIÑO DUFOUR TALLE 8;118698;BOXER RAYADO SEAMLESS DE NIÑO DUFOUR TALLE 8;12;;884;;;21;388,97;;Maga;;Boxers;Dufour;;
REMERA PIJAMA JERSEY ALGODÓN MANGA LARGA DUFOUR NEGRA TALLE L;11899NL;REMERA PIJAMA JERSEY ALGODÓN MANGA LARGA DUFOUR NEGRA TALLE L;4;;2445;;;21;1211,98;;Maga;;Pijamas;Dufour;;
REMERA PIJAMA JERSEY ALGODÓN MANGA LARGA DUFOUR NEGRA TALLE S;11899NS;REMERA PIJAMA JERSEY ALGODÓN MANGA LARGA DUFOUR NEGRA TALLE S;9;;2445;;;21;1211,98;;Maga;;Pijamas;Dufour;;
REMERA PIJAMA JERSEY ALGODÓN MANGA LARGA DUFOUR NEGRA TALLE XL;11899NXL;REMERA PIJAMA JERSEY ALGODÓN MANGA LARGA DUFOUR NEGRA TALLE XL;7;;2445;;;21;1211,98;;Maga;;Pijamas;Dufour;;
BOXER LARGO MICROFIBRA SIN COSTURA DUFOUR KIDS NEGRO TALLE 12;11941N12;BOXER LARGO MICROFIBRA SIN COSTURA DUFOUR KIDS NEGRO TALLE 12;6;;2094;;;21;1021,52;;Maga;;Boxers;Dufour;;
BOXER LARGO MICROFIBRA SIN COSTURA DUFOUR KIDS NEGRO TALLE 8;11941N8;BOXER LARGO MICROFIBRA SIN COSTURA DUFOUR KIDS NEGRO TALLE 8;8;;2094;;;21;1021,52;;Maga;;Boxers;Dufour;;
CAMISETA HOMBRE DUFOUR NEGRA TALLE S;11945NS;CAMISETA HOMBRE DUFOUR NEGRA TALLE S;9;;4445;;;21;2354,69;;Maga;;Underware;Dufour;;
CAMISETA TÉRMICA HOMBRE DUFOUR NEGRA TALLE XXL;11945NXXL;CAMISETA TÉRMICA HOMBRE DUFOUR NEGRA TALLE XXL;2;;4445;;;21;2354,69;;Maga;;Underware;Dufour;;
CALZONCILLO LARGO DE ALGODÓN Y LYCRA DUFOUR NEGRO TALLE S;11960NS;CALZONCILLO LARGO DE ALGODÓN Y LYCRA DUFOUR NEGRO TALLE S;5;;3645;;;21;1869,9;;Maga;;Boxers;Dufour;;
CALZONCILLO LARGO DE ALGODÓN Y LYCRA DUFOUR NEGRO XXL;11960NXXL;CALZONCILLO LARGO DE ALGODÓN Y LYCRA DUFOUR NEGRO XXL;5;;3645;;;21;1869,9;;Maga;;Boxers;Dufour;;
BOMBACHITA DE BEBE ANIMADA CHERRY TALLE 3;119A3;BOMBACHITA DE BEBE ANIMADA CHERRY TALLE 3;4;;500;;;21;221,34;;Maga;;Basica;Cherry;;
PAR DE INVISIBLES ALTA BLANCO DE HOMBRE ELEMENTO;11B;PAR DE INVISIBLES ALTA BLANCO DE HOMBRE ELEMENTO;51;;445;;;21;204,92;;Maga;;Medias;Elemento;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA BLANCO HUESO Y PIEL;11BHP;PACK X 3 COLALESS REGULABLES ALG Y LYCRA BLANCO HUESO Y PIEL;2;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA BLANCO NEGRO Y HUESO;11BNH;PACK X 3 COLALESS REGULABLES ALG Y LYCRA BLANCO NEGRO Y HUESO;3;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA HUESO BLANCO Y MELANGE;11HBM;PACK X 3 COLALESS REGULABLES ALG Y LYCRA HUESO BLANCO Y MELANGE;3;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA HUESO NEGRO Y MELANGE;11HNM;PACK X 3 COLALESS REGULABLES ALG Y LYCRA HUESO NEGRO Y MELANGE;3;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA NEGRO BLANCO Y MELANGE;11NBM;PACK X 3 COLALESS REGULABLES ALG Y LYCRA NEGRO BLANCO Y MELANGE;2;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA NEGRO BLANCO Y PIEL;11NBP;PACK X 3 COLALESS REGULABLES ALG Y LYCRA NEGRO BLANCO Y PIEL;5;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA NEGRO HUESO Y PIEL;11NHP;PACK X 3 COLALESS REGULABLES ALG Y LYCRA NEGRO HUESO Y PIEL;2;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA PIEL, MELANGE Y BLANCO;11PMB;PACK X 3 COLALESS REGULABLES ALG Y LYCRA PIEL, MELANGE Y BLANCO;4;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA PIEL MELANGE Y HUESO;11PMH;PACK X 3 COLALESS REGULABLES ALG Y LYCRA PIEL MELANGE Y HUESO;2;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA ROJO BLANCO Y HUESO;11RBH;PACK X 3 COLALESS REGULABLES ALG Y LYCRA ROJO BLANCO Y HUESO;1;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA ROJO BLANCO Y NEGRO;11RBN;PACK X 3 COLALESS REGULABLES ALG Y LYCRA ROJO BLANCO Y NEGRO;2;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA ROJO BLANCO Y PIEL;11RBP;PACK X 3 COLALESS REGULABLES ALG Y LYCRA ROJO BLANCO Y PIEL;2;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA ROJO HUESO Y MELANGE;11RHM;PACK X 3 COLALESS REGULABLES ALG Y LYCRA ROJO HUESO Y MELANGE;1;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ALG Y LYCRA ROJO NEGRO Y MELANGE;11RNM;PACK X 3 COLALESS REGULABLES ALG Y LYCRA ROJO NEGRO Y MELANGE;1;;994;;;21;430;;Maga;;Basica;Mariana K;;
BOXER BARAK DE NIÑO RAYADO TALLE 10;12010;BOXER BARAK DE NIÑO RAYADO TALLE 10;6;;725;;;21;302,48;;Maga;;Boxers;Barak;;
BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO COMBINADO TALLE L;12024L;BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO COMBINADO TALLE L;24;;1835;;;21;901,7;;Maga;;Boxers;Dufour;;
BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO COMBINADO TALLE M;12024M;BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO COMBINADO TALLE M;15;;1835;;;21;901,7;;Maga;;Boxers;Dufour;;
BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO COMBINADO TALLE S;12024S;BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO COMBINADO TALLE S;18;;1835;;;21;901,7;;Maga;;Boxers;Dufour;;
BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO COMBINADO TALLE XL;12024XL;BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO COMBINADO TALLE XL;21;;1835;;;21;901,7;;Maga;;Boxers;Dufour;;
BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO COMBINADO TALLE XXL;12024XXL;BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO COMBINADO TALLE XXL;18;;1835;;;21;901,7;;Maga;;Boxers;Dufour;;
BOXER BARAK DE NIÑO RAYADO TALLE 4;1204;BOXER BARAK DE NIÑO RAYADO TALLE 4;41;;725;;;21;302,48;;Maga;;Boxers;Barak;;
BOXER DUFOUR LISO DE ALGODÓN TALLE S;12050S;BOXER DUFOUR LISO DE ALGODÓN TALLE S;18;;1205;;;21;583,46;;Maga;;Boxers;Dufour;;
BOXER DUFOUR RAYADO DE ALGODÓN TALLE L;12051L;BOXER DUFOUR RAYADO DE ALGODÓN TALLE L;21;;1184;;;21;548,1;;Maga;;Boxers;Dufour;;
BOXER DUFOUR RAYADO DE ALGODÓN TALLE M;12051M;BOXER DUFOUR RAYADO DE ALGODÓN TALLE M;15;;1184;;;21;548,1;;Maga;;Boxers;Dufour;;
BOXER DUFOUR RAYADO DE ALGODÓN TALLE S;12051S;BOXER DUFOUR RAYADO DE ALGODÓN TALLE S;18;;1184;;;21;548,1;;Maga;;Boxers;Dufour;;
BOXER DUFOUR RAYADO DE ALGODÓN TALLE XL;12051XL;BOXER DUFOUR RAYADO DE ALGODÓN TALLE XL;30;;1184;;;21;548,1;;Maga;;Boxers;Dufour;;
BOXER DUFOUR LABRADO DE ALGODÓN TALLE M;12056M;BOXER DUFOUR LABRADO DE ALGODÓN TALLE M;9;;1205;;;21;583,46;;Maga;;Boxers;Dufour;;
BOXER DUFOUR LABRADO DE ALGODÓN TALLE S;12056S;BOXER DUFOUR LABRADO DE ALGODÓN TALLE S;31;;1205;;;21;583,46;;Maga;;Boxers;Dufour;;
BOXER DUFOUR LABRADO DE ALGODÓN TALLE XXL;12056XXL;BOXER DUFOUR LABRADO DE ALGODÓN TALLE XXL;18;;1205;;;21;583,46;;Maga;;Boxers;Dufour;;
BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO TALLE L;12058L;BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO TALLE L;36;;1884;;;21;937,06;;Maga;;Boxers;Dufour;;
BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO TALLE M;12058M;BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO TALLE M;33;;1884;;;21;937,06;;Maga;;Boxers;Dufour;;
BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO TALLE S;12058S;BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO TALLE S;24;;1884;;;21;937,06;;Maga;;Boxers;Dufour;;
BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO TALLE XL;12058XL;BOXER DUFOUR DE ALGODÓN Y LYCRA CON ELÁSTICO TALLE XL;33;;1884;;;21;937,06;;Maga;;Boxers;Dufour;;
BOXER BARAK DE NIÑO RAYADO TALLE 6;1206;BOXER BARAK DE NIÑO RAYADO TALLE 6;18;;725;;;21;302,48;;Maga;;Boxers;Barak;;
BOXER DUFOUR DE RAYAS GRUESAS DE ALGODÓN TALLE XL;12062XL;BOXER DUFOUR DE RAYAS GRUESAS DE ALGODÓN TALLE XL;28;;1205;;;21;583,46;;Maga;;Boxers;Dufour;;
BOXER DUFOUR DE RAYAS GRUESAS DE ALGODÓN TALLE XXL;12062XXL;BOXER DUFOUR DE RAYAS GRUESAS DE ALGODÓN TALLE XXL;24;;1205;;;21;583,46;;Maga;;Boxers;Dufour;;
BOXER BARAK DE NIÑO RAYADO TALLE 8;1208;BOXER BARAK DE NIÑO RAYADO TALLE 8;6;;725;;;21;302,48;;Maga;;Boxers;Barak;;
BOXER LISO SEAMLESS DE NIÑO DUFOUR TALLE 12;1209312;BOXER LISO SEAMLESS DE NIÑO DUFOUR TALLE 12;15;;915;;;21;406,65;;Maga;;Boxers;Dufour;;
BOXER LISO SEAMLESS DE NIÑO DUFOUR TALLE 4;120934;BOXER LISO SEAMLESS DE NIÑO DUFOUR TALLE 4;17;;915;;;21;406,65;;Maga;;Boxers;Dufour;;
BOXER LISO SEAMLESS DE NIÑO DUFOUR TALLE 6;120936;BOXER LISO SEAMLESS DE NIÑO DUFOUR TALLE 6;18;;915;;;21;406,65;;Maga;;Boxers;Dufour;;
BOXER LISO SEAMLESS DE NIÑO DUFOUR TALLE 8;120938;BOXER LISO SEAMLESS DE NIÑO DUFOUR TALLE 8;23;;915;;;21;406,65;;Maga;;Boxers;Dufour;;
BOMBACHITA DE NENA ANIMADA CHERRY TALLE 8;120A8;BOMBACHITA DE NENA ANIMADA CHERRY TALLE 8;10;;500;;;21;221,34;;Maga;;Basica;Cherry;;
PACK X 3 COLALESS REGULABLES ENCAJE BLANCO HUESO Y ROJO;12BHR;PACK X 3 COLALESS REGULABLES ENCAJE BLANCO HUESO Y ROJO;13;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ENCAJE HUESO PIEL Y BLANCO;12HPB;PACK X 3 COLALESS REGULABLES ENCAJE HUESO PIEL Y BLANCO;2;;994;;;21;430;;Maga;;Basica;Mariana K;;
